"Country.Name","region","Dyear","values"
"Dominica","DMA","D2017",69.61966879
"Dominica","DMA","D2018",NA
"Dominica","DMA","D2019",73.38194848
"Dominica","DMA","D2020",77.0650479
"Dominica","DMA","D2021",80.93300506
"Dominica","DMA","D2022",NA
"Denmark","DNK","D1990",0.097277268
"Denmark","DNK","D1991",0.194056515
"Denmark","DNK","D1992",0.386913951
"Denmark","DNK","D1993",0.578329976
"Denmark","DNK","D1994",1.34430775
"Denmark","DNK","D1995",3.82565642
"Denmark","DNK","D1996",5.714987841
"Denmark","DNK","D1997",11.38200494
"Denmark","DNK","D1998",22.66874615
"Denmark","DNK","D1999",30.59204065
"Denmark","DNK","D2000",39.17243086
"Denmark","DNK","D2001",42.95752472
"Denmark","DNK","D2002",64.25
"Denmark","DNK","D2003",76.26
"Denmark","DNK","D2004",80.93
"Denmark","DNK","D2005",82.74
"Denmark","DNK","D2006",86.65
"Denmark","DNK","D2007",85.03
"Denmark","DNK","D2008",85.02
"Denmark","DNK","D2009",86.84
"Denmark","DNK","D2010",88.72
"Denmark","DNK","D2011",89.81001339
"Denmark","DNK","D2012",92.26001172
"Denmark","DNK","D2013",94.6297
"Denmark","DNK","D2014",95.99
"Denmark","DNK","D2015",96.33050162
"Denmark","DNK","D2016",96.96778525
"Denmark","DNK","D2017",97.09936216
"Denmark","DNK","D2018",97.31920437
"Denmark","DNK","D2019",98.04643475
"Denmark","DNK","D2020",96.54914573
"Denmark","DNK","D2021",98.8658506
"Denmark","DNK","D2022",97.86011812
"Dominican Republic","DOM","D1990",0
"Dominican Republic","DOM","D1991",0
"Dominican Republic","DOM","D1992",0
"Dominican Republic","DOM","D1993",0
"Dominican Republic","DOM","D1994",0
"Dominican Republic","DOM","D1995",0.017233601
"Dominican Republic","DOM","D1996",0.074987053
"Dominican Republic","DOM","D1997",0.142687565
"Dominican Republic","DOM","D1998",0.233914189
"Dominican Republic","DOM","D1999",1.104743874
"Dominican Republic","DOM","D2000",3.704692356
"Dominican Republic","DOM","D2001",4.429390697
"Dominican Republic","DOM","D2002",6.823725733
"Dominican Republic","DOM","D2003",7.898392937
"Dominican Republic","DOM","D2004",8.865553461
"Dominican Republic","DOM","D2005",11.48319778
"Dominican Republic","DOM","D2006",14.84492837
"Dominican Republic","DOM","D2007",17.66
"Dominican Republic","DOM","D2008",20.82
"Dominican Republic","DOM","D2009",27.72
"Dominican Republic","DOM","D2010",31.4
"Dominican Republic","DOM","D2011",38
"Dominican Republic","DOM","D2012",42.32
"Dominican Republic","DOM","D2013",45.9
"Dominican Republic","DOM","D2014",49.58
"Dominican Republic","DOM","D2015",54.21576634
"Dominican Republic","DOM","D2016",63.87086474
"Dominican Republic","DOM","D2017",67.57124533
"Dominican Republic","DOM","D2018",74.82204836
"Dominican Republic","DOM","D2019",79.71545398
"Dominican Republic","DOM","D2020",82.19830578
"Dominican Republic","DOM","D2021",85.24298638
"Dominican Republic","DOM","D2022",NA
"Algeria","DZA","D1990",0
"Algeria","DZA","D1991",0
"Algeria","DZA","D1992",0
"Algeria","DZA","D1993",0
"Algeria","DZA","D1994",0.000360674
"Algeria","DZA","D1995",0.001768954
"Algeria","DZA","D1996",0.001738533
"Algeria","DZA","D1997",0.010268463
"Algeria","DZA","D1998",0.020238555
"Algeria","DZA","D1999",0.199523843
"Algeria","DZA","D2000",0.491705679
"Algeria","DZA","D2001",0.646114017
"Algeria","DZA","D2002",1.59164126
"Algeria","DZA","D2003",2.195359731
"Algeria","DZA","D2004",4.634475088
"Algeria","DZA","D2005",5.843942092
"Algeria","DZA","D2006",7.375984956
"Algeria","DZA","D2007",9.451190626
"Algeria","DZA","D2008",10.18
"Algeria","DZA","D2009",11.23
"Algeria","DZA","D2010",12.5
"Algeria","DZA","D2011",14.9
"Algeria","DZA","D2012",18.2
"Algeria","DZA","D2013",22.5
"Algeria","DZA","D2014",29.5
"Algeria","DZA","D2015",38.2
"Algeria","DZA","D2016",42.94552688
"Algeria","DZA","D2017",47.69105515
"Algeria","DZA","D2018",49.03846808
"Algeria","DZA","D2019",58.97757455
"Algeria","DZA","D2020",63.94999611
"Algeria","DZA","D2021",70.77
"Algeria","DZA","D2022",NA
"East Asia & Pacific (excluding high income)","EAP","D1990",0
"East Asia & Pacific (excluding high income)","EAP","D1991",1.78e-06
"East Asia & Pacific (excluding high income)","EAP","D1992",2.34e-05
"East Asia & Pacific (excluding high income)","EAP","D1993",0.000874976
"East Asia & Pacific (excluding high income)","EAP","D1994",0.00364519
"East Asia & Pacific (excluding high income)","EAP","D1995",0.011920426
"East Asia & Pacific (excluding high income)","EAP","D1996",0.033807712
"East Asia & Pacific (excluding high income)","EAP","D1997",0.094710333
"East Asia & Pacific (excluding high income)","EAP","D1998",0.324281153
"East Asia & Pacific (excluding high income)","EAP","D1999",0.852905648
"East Asia & Pacific (excluding high income)","EAP","D2000",1.892068275
"East Asia & Pacific (excluding high income)","EAP","D2001",2.779063165
"East Asia & Pacific (excluding high income)","EAP","D2002",4.402073983
"East Asia & Pacific (excluding high income)","EAP","D2003",5.753846871
"East Asia & Pacific (excluding high income)","EAP","D2004",6.874501483
"East Asia & Pacific (excluding high income)","EAP","D2005",8.312946157
"East Asia & Pacific (excluding high income)","EAP","D2006",10.16694187
"East Asia & Pacific (excluding high income)","EAP","D2007",14.36596252
"East Asia & Pacific (excluding high income)","EAP","D2008",19.22884558
"East Asia & Pacific (excluding high income)","EAP","D2009",23.72124869
"East Asia & Pacific (excluding high income)","EAP","D2010",28.91590541
"East Asia & Pacific (excluding high income)","EAP","D2011",32.3378011
"East Asia & Pacific (excluding high income)","EAP","D2012",35.69168643
"East Asia & Pacific (excluding high income)","EAP","D2013",38.25788238
"East Asia & Pacific (excluding high income)","EAP","D2014",41.17134737
"East Asia & Pacific (excluding high income)","EAP","D2015",44.11887701
"East Asia & Pacific (excluding high income)","EAP","D2016",47.65282462
"East Asia & Pacific (excluding high income)","EAP","D2017",50.0569098
"East Asia & Pacific (excluding high income)","EAP","D2018",55.75395573
"East Asia & Pacific (excluding high income)","EAP","D2019",60.22344879
"East Asia & Pacific (excluding high income)","EAP","D2020",66.17129598
"East Asia & Pacific (excluding high income)","EAP","D2021",70.28867142
"East Asia & Pacific (excluding high income)","EAP","D2022",75.2985289
"Early-demographic dividend","EAR","D1990",0.00026064
"Early-demographic dividend","EAR","D1991",0.001002683
"Early-demographic dividend","EAR","D1992",0.002426085
"Early-demographic dividend","EAR","D1993",0.005589555
"Early-demographic dividend","EAR","D1994",0.011675261
"Early-demographic dividend","EAR","D1995",0.040927062
"Early-demographic dividend","EAR","D1996",0.080798132
"Early-demographic dividend","EAR","D1997",0.163242999
"Early-demographic dividend","EAR","D1998",0.342411083
"Early-demographic dividend","EAR","D1999",0.610763425
"Early-demographic dividend","EAR","D2000",1.228640846
"Early-demographic dividend","EAR","D2001",1.682235177
"Early-demographic dividend","EAR","D2002",2.826178272
"Early-demographic dividend","EAR","D2003",3.401672458
"Early-demographic dividend","EAR","D2004",4.216043953
"Early-demographic dividend","EAR","D2005",4.884247325
"Early-demographic dividend","EAR","D2006",5.76282043
"Early-demographic dividend","EAR","D2007",7.328275726
"Early-demographic dividend","EAR","D2008",8.490375987
"Early-demographic dividend","EAR","D2009",9.677662436
"Early-demographic dividend","EAR","D2010",12.79050772
"Early-demographic dividend","EAR","D2011",15.34336419
"Early-demographic dividend","EAR","D2012",17.07458494
"Early-demographic dividend","EAR","D2013",18.96208318
"Early-demographic dividend","EAR","D2014",21.43475354
"Early-demographic dividend","EAR","D2015",24.41988933
"Early-demographic dividend","EAR","D2016",27.1275172
"Early-demographic dividend","EAR","D2017",29.89714059
"Early-demographic dividend","EAR","D2018",32.75021761
"Early-demographic dividend","EAR","D2019",39.59188762
"Early-demographic dividend","EAR","D2020",48.17694022
"Early-demographic dividend","EAR","D2021",51.94956714
"Early-demographic dividend","EAR","D2022",NA
"East Asia & Pacific","EAS","D1990",0.00734824
"East Asia & Pacific","EAS","D1991",0.015138366
"East Asia & Pacific","EAS","D1992",0.031765035
"East Asia & Pacific","EAS","D1993",0.063062439
"East Asia & Pacific","EAS","D1994",0.109100272
"East Asia & Pacific","EAS","D1995",0.195088683
"East Asia & Pacific","EAS","D1996",0.471907395
"East Asia & Pacific","EAS","D1997",1.094021299
"East Asia & Pacific","EAS","D1998",1.902457575
"East Asia & Pacific","EAS","D1999",3.442650715
"East Asia & Pacific","EAS","D2000",5.637983677
"East Asia & Pacific","EAS","D2001",7.316727382
"East Asia & Pacific","EAS","D2002",9.064518197
"East Asia & Pacific","EAS","D2003",10.61156983
"East Asia & Pacific","EAS","D2004",12.66602131
"East Asia & Pacific","EAS","D2005",14.73085612
"East Asia & Pacific","EAS","D2006",16.67570618
"East Asia & Pacific","EAS","D2007",20.80884424
"East Asia & Pacific","EAS","D2008",25.27511966
"East Asia & Pacific","EAS","D2009",29.51325154
"East Asia & Pacific","EAS","D2010",34.22893248
"East Asia & Pacific","EAS","D2011",37.35412913
"East Asia & Pacific","EAS","D2012",40.40392418
"East Asia & Pacific","EAS","D2013",43.26196993
"East Asia & Pacific","EAS","D2014",46.05870417
"East Asia & Pacific","EAS","D2015",48.86241685
"East Asia & Pacific","EAS","D2016",52.23550097
"East Asia & Pacific","EAS","D2017",54.37669736
"East Asia & Pacific","EAS","D2018",59.43157767
"East Asia & Pacific","EAS","D2019",63.66743365
"East Asia & Pacific","EAS","D2020",68.9010658
"East Asia & Pacific","EAS","D2021",72.24826052
"East Asia & Pacific","EAS","D2022",76.13632018
"Europe & Central Asia (excluding high income)","ECA","D1990",0
"Europe & Central Asia (excluding high income)","ECA","D1991",0
"Europe & Central Asia (excluding high income)","ECA","D1992",0.000278226
"Europe & Central Asia (excluding high income)","ECA","D1993",0.007065641
"Europe & Central Asia (excluding high income)","ECA","D1994",0.032791866
"Europe & Central Asia (excluding high income)","ECA","D1995",0.084857563
"Europe & Central Asia (excluding high income)","ECA","D1996",0.1857247
"Europe & Central Asia (excluding high income)","ECA","D1997",0.354782057
"Europe & Central Asia (excluding high income)","ECA","D1998",0.574485808
"Europe & Central Asia (excluding high income)","ECA","D1999",1.006463758
"Europe & Central Asia (excluding high income)","ECA","D2000",1.871790081
"Europe & Central Asia (excluding high income)","ECA","D2001",2.77987659
"Europe & Central Asia (excluding high income)","ECA","D2002",4.928937651
"Europe & Central Asia (excluding high income)","ECA","D2003",7.199016468
"Europe & Central Asia (excluding high income)","ECA","D2004",10.44910753
"Europe & Central Asia (excluding high income)","ECA","D2005",11.8939993
"Europe & Central Asia (excluding high income)","ECA","D2006",14.42209564
"Europe & Central Asia (excluding high income)","ECA","D2007",19.89380275
"Europe & Central Asia (excluding high income)","ECA","D2008",25.35097113
"Europe & Central Asia (excluding high income)","ECA","D2009",32.05358924
"Europe & Central Asia (excluding high income)","ECA","D2010",37.59865691
"Europe & Central Asia (excluding high income)","ECA","D2011",43.88568356
"Europe & Central Asia (excluding high income)","ECA","D2012",49.6834736
"Europe & Central Asia (excluding high income)","ECA","D2013",52.67838572
"Europe & Central Asia (excluding high income)","ECA","D2014",56.71451614
"Europe & Central Asia (excluding high income)","ECA","D2015",58.6032633
"Europe & Central Asia (excluding high income)","ECA","D2016",62.40487872
"Europe & Central Asia (excluding high income)","ECA","D2017",66.29812814
"Europe & Central Asia (excluding high income)","ECA","D2018",72.75117013
"Europe & Central Asia (excluding high income)","ECA","D2019",76.86990986
"Europe & Central Asia (excluding high income)","ECA","D2020",79.89465598
"Europe & Central Asia (excluding high income)","ECA","D2021",83.60883423
"Europe & Central Asia (excluding high income)","ECA","D2022",NA
"Europe & Central Asia","ECS","D1990",0.048030834
"Europe & Central Asia","ECS","D1991",0.101867513
"Europe & Central Asia","ECS","D1992",0.18060224
"Europe & Central Asia","ECS","D1993",0.279651313
"Europe & Central Asia","ECS","D1994",0.524234489
"Europe & Central Asia","ECS","D1995",0.989489639
"Europe & Central Asia","ECS","D1996",1.834096886
"Europe & Central Asia","ECS","D1997",3.342196508
"Europe & Central Asia","ECS","D1998",5.411875565
"Europe & Central Asia","ECS","D1999",9.202253915
"Europe & Central Asia","ECS","D2000",13.12698496
"Europe & Central Asia","ECS","D2001",16.33624836
"Europe & Central Asia","ECS","D2002",22.9568093
"Europe & Central Asia","ECS","D2003",28.25216195
"Europe & Central Asia","ECS","D2004",32.23746883
"Europe & Central Asia","ECS","D2005",35.0943892
"Europe & Central Asia","ECS","D2006",37.98085674
"Europe & Central Asia","ECS","D2007",43.58341966
"Europe & Central Asia","ECS","D2008",48.13938381
"Europe & Central Asia","ECS","D2009",52.73371351
"Europe & Central Asia","ECS","D2010",57.03365451
"Europe & Central Asia","ECS","D2011",60.18923975
"Europe & Central Asia","ECS","D2012",63.87281052
"Europe & Central Asia","ECS","D2013",66.18191146
"Europe & Central Asia","ECS","D2014",68.83335636
"Europe & Central Asia","ECS","D2015",69.88093108
"Europe & Central Asia","ECS","D2016",72.3127038
"Europe & Central Asia","ECS","D2017",74.49955714
"Europe & Central Asia","ECS","D2018",78.91555826
"Europe & Central Asia","ECS","D2019",81.29189499
"Europe & Central Asia","ECS","D2020",83.71541268
"Europe & Central Asia","ECS","D2021",86.51401591
"Europe & Central Asia","ECS","D2022",88.10102986
"Ecuador","ECU","D1990",0
"Ecuador","ECU","D1991",0
"Ecuador","ECU","D1992",0.005118035
"Ecuador","ECU","D1993",0.016400751
"Ecuador","ECU","D1994",0.034833586
"Ecuador","ECU","D1995",0.043833641
"Ecuador","ECU","D1996",0.086161276
"Ecuador","ECU","D1997",0.110217959
"Ecuador","ECU","D1998",0.125272771
"Ecuador","ECU","D1999",0.823371634
"Ecuador","ECU","D2000",1.462188536
"Ecuador","ECU","D2001",2.670443674
"Ecuador","ECU","D2002",4.260796915
"Ecuador","ECU","D2003",4.460228345
"Ecuador","ECU","D2004",4.834442638
"Ecuador","ECU","D2005",5.994255161
"Ecuador","ECU","D2006",7.2
"Ecuador","ECU","D2007",10.8
"Ecuador","ECU","D2008",18.8
"Ecuador","ECU","D2009",24.6
"Ecuador","ECU","D2010",29.03
"Ecuador","ECU","D2011",31.36680836
"Ecuador","ECU","D2012",35.13514645
"Ecuador","ECU","D2013",40.27912194
"Ecuador","ECU","D2014",45.59039067
"Ecuador","ECU","D2015",48.94043379
"Ecuador","ECU","D2016",54.06292473
"Ecuador","ECU","D2017",55.8
"Ecuador","ECU","D2018",57.5
"Ecuador","ECU","D2019",59.2
"Ecuador","ECU","D2020",70.7
"Ecuador","ECU","D2021",76.20289766
"Ecuador","ECU","D2022",69.71811352
"Egypt, Arab Rep.","EGY","D1990",0
"Egypt, Arab Rep.","EGY","D1991",0
"Egypt, Arab Rep.","EGY","D1992",0
"Egypt, Arab Rep.","EGY","D1993",0.000975791
"Egypt, Arab Rep.","EGY","D1994",0.00638327
"Egypt, Arab Rep.","EGY","D1995",0.031319638
"Egypt, Arab Rep.","EGY","D1996",0.061466899
"Egypt, Arab Rep.","EGY","D1997",0.090480245
"Egypt, Arab Rep.","EGY","D1998",0.147987377
"Egypt, Arab Rep.","EGY","D1999",0.290445278
"Egypt, Arab Rep.","EGY","D2000",0.641265038
"Egypt, Arab Rep.","EGY","D2001",0.838945611
"Egypt, Arab Rep.","EGY","D2002",2.719999715
"Egypt, Arab Rep.","EGY","D2003",4.037885107
"Egypt, Arab Rep.","EGY","D2004",11.92
"Egypt, Arab Rep.","EGY","D2005",12.75
"Egypt, Arab Rep.","EGY","D2006",13.66
"Egypt, Arab Rep.","EGY","D2007",16.03
"Egypt, Arab Rep.","EGY","D2008",18.01
"Egypt, Arab Rep.","EGY","D2009",20
"Egypt, Arab Rep.","EGY","D2010",21.6
"Egypt, Arab Rep.","EGY","D2011",25.6
"Egypt, Arab Rep.","EGY","D2012",26.4
"Egypt, Arab Rep.","EGY","D2013",29.4
"Egypt, Arab Rep.","EGY","D2014",33.89460391
"Egypt, Arab Rep.","EGY","D2015",37.81938343
"Egypt, Arab Rep.","EGY","D2016",41.24806709
"Egypt, Arab Rep.","EGY","D2017",44.95020425
"Egypt, Arab Rep.","EGY","D2018",46.92433677
"Egypt, Arab Rep.","EGY","D2019",57.2828664
"Egypt, Arab Rep.","EGY","D2020",71.91420096
"Egypt, Arab Rep.","EGY","D2021",72.06
"Egypt, Arab Rep.","EGY","D2022",72.19806524
"Euro area","EMU","D1990",0.072635118
"Euro area","EMU","D1991",0.160417204
"Euro area","EMU","D1992",0.311488528
"Euro area","EMU","D1993",0.459325345
"Euro area","EMU","D1994",0.829143024
"Euro area","EMU","D1995",1.667299096
"Euro area","EMU","D1996",2.878567
"Euro area","EMU","D1997",5.094440214
"Euro area","EMU","D1998",7.997922407
"Euro area","EMU","D1999",15.19862951
"Euro area","EMU","D2000",22.4740886
"Euro area","EMU","D2001",27.31213053
"Euro area","EMU","D2002",35.10130163
"Euro area","EMU","D2003",42.012609
"Euro area","EMU","D2004",47.37360613
"Euro area","EMU","D2005",51.15188255
"Euro area","EMU","D2006",54.91478522
"Euro area","EMU","D2007",61.36849758
"Euro area","EMU","D2008",64.85790458
"Euro area","EMU","D2009",67.22331677
"Euro area","EMU","D2010",71.08395806
"Euro area","EMU","D2011",71.98697269
"Euro area","EMU","D2012",74.0951706
"Euro area","EMU","D2013",75.83976739
"Euro area","EMU","D2014",77.08845786
"Euro area","EMU","D2015",77.49591555
"Euro area","EMU","D2016",77.99423462
"Euro area","EMU","D2017",79.67203635
"Euro area","EMU","D2018",83.0026189
"Euro area","EMU","D2019",83.40113981
"Euro area","EMU","D2020",85.29481016
"Euro area","EMU","D2021",87.29197272
"Euro area","EMU","D2022",89.29691489
"Eritrea","ERI","D1990",0
"Eritrea","ERI","D1991",0
"Eritrea","ERI","D1992",0
"Eritrea","ERI","D1993",0
"Eritrea","ERI","D1994",0
"Eritrea","ERI","D1995",0
"Eritrea","ERI","D1996",0
"Eritrea","ERI","D1997",0.009017718
"Eritrea","ERI","D1998",0.008774236
"Eritrea","ERI","D1999",0.025495028
"Eritrea","ERI","D2000",0.136711941
"Eritrea","ERI","D2001",0.157815289
"Eritrea","ERI","D2002",0.227090138
"Eritrea","ERI","D2003",NA
"Eritrea","ERI","D2004",NA
"Eritrea","ERI","D2005",NA
"Eritrea","ERI","D2006",NA
"Eritrea","ERI","D2007",0.41
"Eritrea","ERI","D2008",0.47
"Eritrea","ERI","D2009",0.54
"Eritrea","ERI","D2010",0.61
"Eritrea","ERI","D2011",0.7
"Eritrea","ERI","D2012",0.8
"Eritrea","ERI","D2013",0.9
"Eritrea","ERI","D2014",0.99
"Eritrea","ERI","D2015",1.083733116
"Eritrea","ERI","D2016",1.17711872
"Eritrea","ERI","D2017",1.30890698
"Eritrea","ERI","D2018",NA
"Eritrea","ERI","D2019",8.832308384
"Eritrea","ERI","D2020",14.17998705
"Eritrea","ERI","D2021",21.73038628
"Eritrea","ERI","D2022",NA
"Spain","ESP","D1990",0.012873564
"Spain","ESP","D1991",0.025686194
"Spain","ESP","D1992",0.076845453
"Spain","ESP","D1993",0.127689668
"Spain","ESP","D1994",0.280069738
"Spain","ESP","D1995",0.380800728
"Spain","ESP","D1996",1.331847404
"Spain","ESP","D1997",2.803319625
"Spain","ESP","D1998",4.361892394
"Spain","ESP","D1999",7.085039678
"Spain","ESP","D2000",13.62496081
"Spain","ESP","D2001",18.14872269
"Spain","ESP","D2002",20.39
"Spain","ESP","D2003",39.93
"Spain","ESP","D2004",44.01
"Spain","ESP","D2005",47.88
"Spain","ESP","D2006",50.37
"Spain","ESP","D2007",55.11
"Spain","ESP","D2008",59.6
"Spain","ESP","D2009",62.4
"Spain","ESP","D2010",65.8
"Spain","ESP","D2011",67.08999939
"Spain","ESP","D2012",69.80999994
"Spain","ESP","D2013",71.635
"Spain","ESP","D2014",76.19
"Spain","ESP","D2015",78.68963187
"Spain","ESP","D2016",80.56133294
"Spain","ESP","D2017",84.6022457
"Spain","ESP","D2018",86.10723553
"Spain","ESP","D2019",90.71866533
"Spain","ESP","D2020",93.20564892
"Spain","ESP","D2021",93.89752157
"Spain","ESP","D2022",94.4855432
"Estonia","EST","D1990",0
"Estonia","EST","D1991",0
"Estonia","EST","D1992",0.065484797
"Estonia","EST","D1993",0.300711282
"Estonia","EST","D1994",1.159750913
"Estonia","EST","D1995",2.778968489
"Estonia","EST","D1996",3.525111129
"Estonia","EST","D1997",5.706276548
"Estonia","EST","D1998",10.79603483
"Estonia","EST","D1999",14.50089724
"Estonia","EST","D2000",28.57695381
"Estonia","EST","D2001",31.52748977
"Estonia","EST","D2002",41.52
"Estonia","EST","D2003",45.32
"Estonia","EST","D2004",53.2
"Estonia","EST","D2005",61.45
"Estonia","EST","D2006",63.51
"Estonia","EST","D2007",66.19
"Estonia","EST","D2008",70.58
"Estonia","EST","D2009",72.5
"Estonia","EST","D2010",74.1
"Estonia","EST","D2011",76.5
"Estonia","EST","D2012",78.38992593
"Estonia","EST","D2013",80.0043
"Estonia","EST","D2014",84.24152803
"Estonia","EST","D2015",88.4097035
"Estonia","EST","D2016",87.24023275
"Estonia","EST","D2017",88.10245687
"Estonia","EST","D2018",89.35700777
"Estonia","EST","D2019",90.2289282
"Estonia","EST","D2020",89.05828666
"Estonia","EST","D2021",90.97970174
"Estonia","EST","D2022",91.02128973
"Ethiopia","ETH","D1990",0
"Ethiopia","ETH","D1991",0
"Ethiopia","ETH","D1992",0
"Ethiopia","ETH","D1993",0
"Ethiopia","ETH","D1994",0
"Ethiopia","ETH","D1995",1.75e-05
"Ethiopia","ETH","D1996",0.001703448
"Ethiopia","ETH","D1997",0.00496672
"Ethiopia","ETH","D1998",0.009663517
"Ethiopia","ETH","D1999",0.012541599
"Ethiopia","ETH","D2000",0.015263767
"Ethiopia","ETH","D2001",0.037162381
"Ethiopia","ETH","D2002",0.072402262
"Ethiopia","ETH","D2003",0.105811659
"Ethiopia","ETH","D2004",0.155334521
"Ethiopia","ETH","D2005",0.219659819
"Ethiopia","ETH","D2006",0.310592657
"Ethiopia","ETH","D2007",0.37
"Ethiopia","ETH","D2008",0.45
"Ethiopia","ETH","D2009",0.54
"Ethiopia","ETH","D2010",0.75
"Ethiopia","ETH","D2011",1.1
"Ethiopia","ETH","D2012",2.9
"Ethiopia","ETH","D2013",4.6
"Ethiopia","ETH","D2014",7.7
"Ethiopia","ETH","D2015",13.85517556
"Ethiopia","ETH","D2016",15.36692386
"Ethiopia","ETH","D2017",15.6
"Ethiopia","ETH","D2018",15.9
"Ethiopia","ETH","D2019",16.15232553
"Ethiopia","ETH","D2020",16.42294727
"Ethiopia","ETH","D2021",16.6981031
"Ethiopia","ETH","D2022",NA
"European Union","EUU","D1990",0.066858554
"European Union","EUU","D1991",0.145456993
"European Union","EUU","D1992",0.27223781
"European Union","EUU","D1993",0.415227505
"European Union","EUU","D1994",0.785176807
"European Union","EUU","D1995",1.514385168
"European Union","EUU","D1996",2.623168721
"European Union","EUU","D1997",4.799629442
"European Union","EUU","D1998",7.688772945
"European Union","EUU","D1999",13.63300954
"European Union","EUU","D2000",19.65639786
"European Union","EUU","D2001",24.13630274
"European Union","EUU","D2002",32.13461194
"European Union","EUU","D2003",38.60230629
"European Union","EUU","D2004",44.18301948
"European Union","EUU","D2005",48.29663685
"European Union","EUU","D2006",52.60790269
"European Union","EUU","D2007",58.2925271
"European Union","EUU","D2008",62.2982306
"European Union","EUU","D2009",65.08133081
"European Union","EUU","D2010",68.7339429
"European Union","EUU","D2011",69.63482113
"European Union","EUU","D2012",71.82858796
"European Union","EUU","D2013",73.58759652
"European Union","EUU","D2014",75.17094681
"European Union","EUU","D2015",75.65872019
"European Union","EUU","D2016",76.90997416
"European Union","EUU","D2017",78.70269005
"European Union","EUU","D2018",81.74182058
"European Union","EUU","D2019",82.75181603
"European Union","EUU","D2020",84.76983609
"European Union","EUU","D2021",86.9709406
"European Union","EUU","D2022",88.85076735
"Fragile and conflict affected situations","FCS","D1990",0
"Fragile and conflict affected situations","FCS","D1991",0
"Fragile and conflict affected situations","FCS","D1992",0.00050142
"Fragile and conflict affected situations","FCS","D1993",0.001797004
"Fragile and conflict affected situations","FCS","D1994",0.003640861
"Fragile and conflict affected situations","FCS","D1995",0.009752076
"Fragile and conflict affected situations","FCS","D1996",0.029052034
"Fragile and conflict affected situations","FCS","D1997",0.062514493
"Fragile and conflict affected situations","FCS","D1998",0.141760954
"Fragile and conflict affected situations","FCS","D1999",0.244032694
"Fragile and conflict affected situations","FCS","D2000",0.377039961
"Fragile and conflict affected situations","FCS","D2001",0.448620348
"Fragile and conflict affected situations","FCS","D2002",0.704178802
"Fragile and conflict affected situations","FCS","D2003",1.072558601
"Fragile and conflict affected situations","FCS","D2004",1.45508854
"Fragile and conflict affected situations","FCS","D2005",2.332371697
"Fragile and conflict affected situations","FCS","D2006",3.193678449
"Fragile and conflict affected situations","FCS","D2007",4.3588535
"Fragile and conflict affected situations","FCS","D2008",5.245930186
"Fragile and conflict affected situations","FCS","D2009",6.713997098
"Fragile and conflict affected situations","FCS","D2010",8.397790703
"Fragile and conflict affected situations","FCS","D2011",9.782272392
"Fragile and conflict affected situations","FCS","D2012",11.78867706
"Fragile and conflict affected situations","FCS","D2013",13.6307409
"Fragile and conflict affected situations","FCS","D2014",15.82787521
"Fragile and conflict affected situations","FCS","D2015",18.39226272
"Fragile and conflict affected situations","FCS","D2016",20.72783107
"Fragile and conflict affected situations","FCS","D2017",23.94149474
"Fragile and conflict affected situations","FCS","D2018",26.9774038
"Fragile and conflict affected situations","FCS","D2019",30.05076429
"Fragile and conflict affected situations","FCS","D2020",34.42563317
"Fragile and conflict affected situations","FCS","D2021",38.43999982
"Fragile and conflict affected situations","FCS","D2022",NA
"Finland","FIN","D1990",0.40108767
"Finland","FIN","D1991",1.397439332
"Finland","FIN","D1992",1.88687977
"Finland","FIN","D1993",2.568461349
"Finland","FIN","D1994",4.915098554
"Finland","FIN","D1995",13.90030389
"Finland","FIN","D1996",16.78007526
"Finland","FIN","D1997",19.4586828
"Finland","FIN","D1998",25.45252493
"Finland","FIN","D1999",32.29509229
"Finland","FIN","D2000",37.24846174
"Finland","FIN","D2001",43.10536335
"Finland","FIN","D2002",62.43
"Finland","FIN","D2003",69.22
"Finland","FIN","D2004",72.39
"Finland","FIN","D2005",74.48
"Finland","FIN","D2006",79.66
"Finland","FIN","D2007",80.78
"Finland","FIN","D2008",83.67
"Finland","FIN","D2009",82.49
"Finland","FIN","D2010",86.89
"Finland","FIN","D2011",88.70999491
"Finland","FIN","D2012",89.87999797
"Finland","FIN","D2013",91.5144
"Finland","FIN","D2014",86.53039275
"Finland","FIN","D2015",86.42213333
"Finland","FIN","D2016",87.70364996
"Finland","FIN","D2017",87.46892907
"Finland","FIN","D2018",88.88996
"Finland","FIN","D2019",89.60738511
"Finland","FIN","D2020",92.17027106
"Finland","FIN","D2021",92.80806082
"Finland","FIN","D2022",92.98879471
"Fiji","FJI","D1990",0
"Fiji","FJI","D1991",0
"Fiji","FJI","D1992",0
"Fiji","FJI","D1993",0.006678447
"Fiji","FJI","D1994",0.007907399
"Fiji","FJI","D1995",0.009115343
"Fiji","FJI","D1996",0.064437142
"Fiji","FJI","D1997",0.223454842
"Fiji","FJI","D1998",0.633167865
"Fiji","FJI","D1999",0.942462063
"Fiji","FJI","D2000",1.496854734
"Fiji","FJI","D2001",1.857978594
"Fiji","FJI","D2002",6.1526497
"Fiji","FJI","D2003",6.725434738
"Fiji","FJI","D2004",7.412943485
"Fiji","FJI","D2005",8.453636634
"Fiji","FJI","D2006",9.6000384
"Fiji","FJI","D2007",10.89783105
"Fiji","FJI","D2008",13
"Fiji","FJI","D2009",17
"Fiji","FJI","D2010",20
"Fiji","FJI","D2011",28
"Fiji","FJI","D2012",33.74235675
