"year","region","indicator","breakdown","unit","value"
"2020","SVK","desi_1b1","total","pc_ind_emp",3.7
"2020",NA,"desi_1b1","total","pc_ind_emp",3.9
"2019","AUT","desi_1b1","total","pc_ind_emp",4.5
"2019","BEL","desi_1b1","total","pc_ind_emp",5.2
"2019","BGR","desi_1b1","total","pc_ind_emp",3.3
"2019","CYP","desi_1b1","total","pc_ind_emp",3.2
"2019","CZE","desi_1b1","total","pc_ind_emp",4
"2019","DEU","desi_1b1","total","pc_ind_emp",3.9
"2019","DNK","desi_1b1","total","pc_ind_emp",4.9
"2019","EST","desi_1b1","total","pc_ind_emp",5.4
"2019",NA,"desi_1b1","total","pc_ind_emp",2.2
"2019","ESP","desi_1b1","total","pc_ind_emp",3.6
"2019","FIN","desi_1b1","total","pc_ind_emp",6.7
"2019","FRA","desi_1b1","total","pc_ind_emp",3.9
"2019","HRV","desi_1b1","total","pc_ind_emp",3.5
"2019","HUN","desi_1b1","total","pc_ind_emp",3.7
"2019","IRL","desi_1b1","total","pc_ind_emp",4.8
"2019","ITA","desi_1b1","total","pc_ind_emp",3.6
"2019","LTU","desi_1b1","total","pc_ind_emp",2.7
"2019","LUX","desi_1b1","total","pc_ind_emp",5.9
"2019","LVA","desi_1b1","total","pc_ind_emp",2.5
"2019","MLT","desi_1b1","total","pc_ind_emp",4.8
"2019","NLD","desi_1b1","total","pc_ind_emp",5.3
"2019","POL","desi_1b1","total","pc_ind_emp",3
"2019","PRT","desi_1b1","total","pc_ind_emp",3.1
"2019","ROU","desi_1b1","total","pc_ind_emp",2.2
"2019","SWE","desi_1b1","total","pc_ind_emp",6.8
"2019","SVN","desi_1b1","total","pc_ind_emp",4
"2019","SVK","desi_1b1","total","pc_ind_emp",3.2
"2019",NA,"desi_1b1","total","pc_ind_emp",3.8
"2018","AUT","desi_1b1","total","pc_ind_emp",4.4
"2018","BEL","desi_1b1","total","pc_ind_emp",4.9
"2018","BGR","desi_1b1","total","pc_ind_emp",3.1
"2018","CYP","desi_1b1","total","pc_ind_emp",2.9
"2018","CZE","desi_1b1","total","pc_ind_emp",3.6
"2018","DEU","desi_1b1","total","pc_ind_emp",3.8
"2018","DNK","desi_1b1","total","pc_ind_emp",5
"2018","EST","desi_1b1","total","pc_ind_emp",5.3
"2018",NA,"desi_1b1","total","pc_ind_emp",2
"2018","ESP","desi_1b1","total","pc_ind_emp",3.5
"2018","FIN","desi_1b1","total","pc_ind_emp",6.7
"2018","FRA","desi_1b1","total","pc_ind_emp",3.8
"2018","HRV","desi_1b1","total","pc_ind_emp",3.3
"2018","HUN","desi_1b1","total","pc_ind_emp",3.6
"2018","IRL","desi_1b1","total","pc_ind_emp",5
"2018","ITA","desi_1b1","total","pc_ind_emp",3.4
"2018","LTU","desi_1b1","total","pc_ind_emp",2.7
"2018","LUX","desi_1b1","total","pc_ind_emp",5.2
"2018","LVA","desi_1b1","total","pc_ind_emp",2.7
"2018","MLT","desi_1b1","total","pc_ind_emp",4.3
"2018","NLD","desi_1b1","total","pc_ind_emp",5.1
"2018","POL","desi_1b1","total","pc_ind_emp",2.8
"2018","PRT","desi_1b1","total","pc_ind_emp",2.9
"2018","ROU","desi_1b1","total","pc_ind_emp",2.1
"2018","SWE","desi_1b1","total","pc_ind_emp",6.6
"2018","SVN","desi_1b1","total","pc_ind_emp",3.8
"2018","SVK","desi_1b1","total","pc_ind_emp",2.8
"2018",NA,"desi_1b1","total","pc_ind_emp",3.7
"2022","AUT","desi_3b5","ent_all_xfin","pc_ent",8.8306
"2022","BEL","desi_3b5","ent_all_xfin","pc_ent",10.321
"2022","BGR","desi_3b5","ent_all_xfin","pc_ent",3.2883
"2022","CYP","desi_3b5","ent_all_xfin","pc_ent",2.591
"2022","CZE","desi_3b5","ent_all_xfin","pc_ent",4.4599
"2022","DEU","desi_3b5","ent_all_xfin","pc_ent",10.5585
"2022","DNK","desi_3b5","ent_all_xfin","pc_ent",23.8861
"2022","EST","desi_3b5","ent_all_xfin","pc_ent",2.7738
"2022",NA,"desi_3b5","ent_all_xfin","pc_ent",4.2446
"2022","ESP","desi_3b5","ent_all_xfin","pc_ent",7.6652
"2022","FIN","desi_3b5","ent_all_xfin","pc_ent",15.7888
"2022","FRA","desi_3b5","ent_all_xfin","pc_ent",6.6654
"2022","HRV","desi_3b5","ent_all_xfin","pc_ent",8.7384
"2022","HUN","desi_3b5","ent_all_xfin","pc_ent",2.977
"2022","IRL","desi_3b5","ent_all_xfin","pc_ent",7.8797
"2022","ITA","desi_3b5","ent_all_xfin","pc_ent",6.1747
"2022","LTU","desi_3b5","ent_all_xfin","pc_ent",4.4526
"2022","LUX","desi_3b5","ent_all_xfin","pc_ent",13.003
"2022","LVA","desi_3b5","ent_all_xfin","pc_ent",3.723
"2022","MLT","desi_3b5","ent_all_xfin","pc_ent",10.1582
"2022","NLD","desi_3b5","ent_all_xfin","pc_ent",13.1044
"2022","POL","desi_3b5","ent_all_xfin","pc_ent",2.8622
"2022","PRT","desi_3b5","ent_all_xfin","pc_ent",17.3256
"2022","ROU","desi_3b5","ent_all_xfin","pc_ent",1.3826
"2022","SWE","desi_3b5","ent_all_xfin","pc_ent",9.9228
"2022","SVN","desi_3b5","ent_all_xfin","pc_ent",11.7312
"2022","SVK","desi_3b5","ent_all_xfin","pc_ent",5.1924
"2022",NA,"desi_3b5","ent_all_xfin","pc_ent",7.9071
"2022","AUT","desi_3b3","ent_all_xfin","pc_ent",8.7212
"2022","BEL","desi_3b3","ent_all_xfin","pc_ent",22.8759
"2022","BGR","desi_3b3","ent_all_xfin","pc_ent",6.2805
"2022","CYP","desi_3b3","ent_all_xfin","pc_ent",6.1648
"2022","CZE","desi_3b3","ent_all_xfin","pc_ent",9.1235
"2022","DEU","desi_3b3","ent_all_xfin","pc_ent",17.8326
"2022","DNK","desi_3b3","ent_all_xfin","pc_ent",27.0336
"2022","EST","desi_3b3","ent_all_xfin","pc_ent",9.8842
"2022",NA,"desi_3b3","ent_all_xfin","pc_ent",12.8675
"2022","ESP","desi_3b3","ent_all_xfin","pc_ent",8.9719
"2022","FIN","desi_3b3","ent_all_xfin","pc_ent",21.6212
"2022","FRA","desi_3b3","ent_all_xfin","pc_ent",21.7211
"2022","HRV","desi_3b3","ent_all_xfin","pc_ent",13.5567
"2022","HUN","desi_3b3","ent_all_xfin","pc_ent",6.9869
"2022","IRL","desi_3b3","ent_all_xfin","pc_ent",22.6841
"2022","ITA","desi_3b3","ent_all_xfin","pc_ent",8.5549
"2022","LTU","desi_3b3","ent_all_xfin","pc_ent",10.5468
"2022","LUX","desi_3b3","ent_all_xfin","pc_ent",18.659
"2022","LVA","desi_3b3","ent_all_xfin","pc_ent",8.5431
"2022","MLT","desi_3b3","ent_all_xfin","pc_ent",30.0468
"2022","NLD","desi_3b3","ent_all_xfin","pc_ent",27.3002
"2022","POL","desi_3b3","ent_all_xfin","pc_ent",8.4703
"2022","PRT","desi_3b3","ent_all_xfin","pc_ent",10.6056
"2022","ROU","desi_3b3","ent_all_xfin","pc_ent",5.0956
"2022","SWE","desi_3b3","ent_all_xfin","pc_ent",19.2095
"2022","SVN","desi_3b3","ent_all_xfin","pc_ent",6.5639
"2022","SVK","desi_3b3","ent_all_xfin","pc_ent",5.5963
"2022",NA,"desi_3b3","ent_all_xfin","pc_ent",14.2218
"2021","AUT","desi_3b3","ent_all_xfin","pc_ent",8.7212
"2021","BEL","desi_3b3","ent_all_xfin","pc_ent",22.8759
"2021","BGR","desi_3b3","ent_all_xfin","pc_ent",6.2805
"2021","CYP","desi_3b3","ent_all_xfin","pc_ent",6.1648
"2021","CZE","desi_3b3","ent_all_xfin","pc_ent",9.1235
"2021","DEU","desi_3b3","ent_all_xfin","pc_ent",17.8326
"2021","DNK","desi_3b3","ent_all_xfin","pc_ent",27.0336
"2021","EST","desi_3b3","ent_all_xfin","pc_ent",9.8842
"2021",NA,"desi_3b3","ent_all_xfin","pc_ent",12.8675
"2021","ESP","desi_3b3","ent_all_xfin","pc_ent",8.9719
"2021","FIN","desi_3b3","ent_all_xfin","pc_ent",21.6212
"2021","FRA","desi_3b3","ent_all_xfin","pc_ent",21.7211
"2021","HRV","desi_3b3","ent_all_xfin","pc_ent",13.5567
"2021","HUN","desi_3b3","ent_all_xfin","pc_ent",6.9869
"2021","IRL","desi_3b3","ent_all_xfin","pc_ent",22.6841
"2021","ITA","desi_3b3","ent_all_xfin","pc_ent",8.5549
"2021","LTU","desi_3b3","ent_all_xfin","pc_ent",10.5468
"2021","LUX","desi_3b3","ent_all_xfin","pc_ent",18.659
"2021","LVA","desi_3b3","ent_all_xfin","pc_ent",8.5431
"2021","MLT","desi_3b3","ent_all_xfin","pc_ent",30.0468
"2021","NLD","desi_3b3","ent_all_xfin","pc_ent",27.3002
"2021","POL","desi_3b3","ent_all_xfin","pc_ent",8.4703
"2021","PRT","desi_3b3","ent_all_xfin","pc_ent",10.6056
"2021","ROU","desi_3b3","ent_all_xfin","pc_ent",5.0956
"2021","SWE","desi_3b3","ent_all_xfin","pc_ent",19.2095
"2021","SVN","desi_3b3","ent_all_xfin","pc_ent",6.5639
"2021","SVK","desi_3b3","ent_all_xfin","pc_ent",5.5963
"2021",NA,"desi_3b3","ent_all_xfin","pc_ent",14.2218
"2020","AUT","desi_3b3","ent_all_xfin","pc_ent",6.26554
"2020","BEL","desi_3b3","ent_all_xfin","pc_ent",20.487
"2020","BGR","desi_3b3","ent_all_xfin","pc_ent",6.66199
"2020","CYP","desi_3b3","ent_all_xfin","pc_ent",4.72741
"2020","CZE","desi_3b3","ent_all_xfin","pc_ent",8.09134
"2020","DEU","desi_3b3","ent_all_xfin","pc_ent",15.0417
"2020","DNK","desi_3b3","ent_all_xfin","pc_ent",13.5676
"2020","EST","desi_3b3","ent_all_xfin","pc_ent",10.8218
"2020",NA,"desi_3b3","ent_all_xfin","pc_ent",12.5871
"2020","ESP","desi_3b3","ent_all_xfin","pc_ent",10.7247
"2020","FIN","desi_3b3","ent_all_xfin","pc_ent",18.9502
"2020","FRA","desi_3b3","ent_all_xfin","pc_ent",16.1544
"2020","HRV","desi_3b3","ent_all_xfin","pc_ent",10.3307
"2020","HUN","desi_3b3","ent_all_xfin","pc_ent",6.17481
"2020","IRL","desi_3b3","ent_all_xfin","pc_ent",20.2578
"2020","ITA","desi_3b3","ent_all_xfin","pc_ent",7.08784
"2020","LTU","desi_3b3","ent_all_xfin","pc_ent",13.6732
"2020","LUX","desi_3b3","ent_all_xfin","pc_ent",16.3841
"2020","LVA","desi_3b3","ent_all_xfin","pc_ent",7.70984
"2020","MLT","desi_3b3","ent_all_xfin","pc_ent",24.4004
"2020","NLD","desi_3b3","ent_all_xfin","pc_ent",22.0064
"2020","POL","desi_3b3","ent_all_xfin","pc_ent",7.88724
"2020","PRT","desi_3b3","ent_all_xfin","pc_ent",12.9442
"2020","ROU","desi_3b3","ent_all_xfin","pc_ent",11.1181
"2020","SWE","desi_3b3","ent_all_xfin","pc_ent",9.52176
"2020","SVN","desi_3b3","ent_all_xfin","pc_ent",10.2115
"2020","SVK","desi_3b3","ent_all_xfin","pc_ent",9.35456
"2020",NA,"desi_3b3","ent_all_xfin","pc_ent",12.2648
"2019","AUT","desi_3b3","ent_all_xfin","pc_ent",6.26554
"2019","BEL","desi_3b3","ent_all_xfin","pc_ent",20.487
"2019","BGR","desi_3b3","ent_all_xfin","pc_ent",6.66199
"2019","CYP","desi_3b3","ent_all_xfin","pc_ent",4.72741
"2019","CZE","desi_3b3","ent_all_xfin","pc_ent",8.09134
"2019","DEU","desi_3b3","ent_all_xfin","pc_ent",15.0417
"2019","DNK","desi_3b3","ent_all_xfin","pc_ent",13.5676
"2019","EST","desi_3b3","ent_all_xfin","pc_ent",10.8218
"2019",NA,"desi_3b3","ent_all_xfin","pc_ent",12.5871
"2019","ESP","desi_3b3","ent_all_xfin","pc_ent",10.7247
"2019","FIN","desi_3b3","ent_all_xfin","pc_ent",18.9502
"2019","FRA","desi_3b3","ent_all_xfin","pc_ent",16.1544
"2019","HRV","desi_3b3","ent_all_xfin","pc_ent",10.3307
"2019","HUN","desi_3b3","ent_all_xfin","pc_ent",6.17481
"2019","IRL","desi_3b3","ent_all_xfin","pc_ent",20.2578
"2019","ITA","desi_3b3","ent_all_xfin","pc_ent",7.08784
"2019","LTU","desi_3b3","ent_all_xfin","pc_ent",13.6732
"2019","LUX","desi_3b3","ent_all_xfin","pc_ent",16.3841
"2019","LVA","desi_3b3","ent_all_xfin","pc_ent",7.70984
"2019","MLT","desi_3b3","ent_all_xfin","pc_ent",24.4004
"2019","NLD","desi_3b3","ent_all_xfin","pc_ent",22.0064
"2019","POL","desi_3b3","ent_all_xfin","pc_ent",7.88724
"2019","PRT","desi_3b3","ent_all_xfin","pc_ent",12.9442
"2019","ROU","desi_3b3","ent_all_xfin","pc_ent",11.1181
"2019","SWE","desi_3b3","ent_all_xfin","pc_ent",9.52176
"2019","SVN","desi_3b3","ent_all_xfin","pc_ent",10.2115
"2019","SVK","desi_3b3","ent_all_xfin","pc_ent",9.35456
"2019",NA,"desi_3b3","ent_all_xfin","pc_ent",12.2648
"2018","BEL","desi_3b3","ent_all_xfin","pc_ent",16.9988
"2018","BGR","desi_3b3","ent_all_xfin","pc_ent",7.2284
"2018","CYP","desi_3b3","ent_all_xfin","pc_ent",2.6202
"2018","CZE","desi_3b3","ent_all_xfin","pc_ent",8.5136
"2018","DEU","desi_3b3","ent_all_xfin","pc_ent",5.7146
"2018","DNK","desi_3b3","ent_all_xfin","pc_ent",11.7095
"2018","EST","desi_3b3","ent_all_xfin","pc_ent",12.7447
"2018",NA,"desi_3b3","ent_all_xfin","pc_ent",11.4173
"2018","ESP","desi_3b3","ent_all_xfin","pc_ent",8.2921
"2018","FIN","desi_3b3","ent_all_xfin","pc_ent",14.7814
"2018","FRA","desi_3b3","ent_all_xfin","pc_ent",11.3188
"2018","HRV","desi_3b3","ent_all_xfin","pc_ent",9.302
"2018","HUN","desi_3b3","ent_all_xfin","pc_ent",6.962
"2018","ITA","desi_3b3","ent_all_xfin","pc_ent",9.0363
"2018","LTU","desi_3b3","ent_all_xfin","pc_ent",12.0228
"2018","LUX","desi_3b3","ent_all_xfin","pc_ent",12.5267
"2018","MLT","desi_3b3","ent_all_xfin","pc_ent",18.6291
"2018","NLD","desi_3b3","ent_all_xfin","pc_ent",19.0658
"2018","POL","desi_3b3","ent_all_xfin","pc_ent",5.9029
"2018","PRT","desi_3b3","ent_all_xfin","pc_ent",13.3858
"2018","ROU","desi_3b3","ent_all_xfin","pc_ent",11.1757
"2018","SWE","desi_3b3","ent_all_xfin","pc_ent",9.9297
"2018","SVN","desi_3b3","ent_all_xfin","pc_ent",10.9969
"2018","SVK","desi_3b3","ent_all_xfin","pc_ent",10.775
"2018",NA,"desi_3b3","ent_all_xfin","pc_ent",9.13
"2022","AUT","desi_3b4","ent_all_xfin","pc_ent",28.7566
"2022","BEL","desi_3b4","ent_all_xfin","pc_ent",46.8712
"2022","BGR","desi_3b4","ent_all_xfin","pc_ent",9.9345
"2022","CYP","desi_3b4","ent_all_xfin","pc_ent",42.2182
"2022","CZE","desi_3b4","ent_all_xfin","pc_ent",39.9938
"2022","DEU","desi_3b4","ent_all_xfin","pc_ent",31.8252
"2022","DNK","desi_3b4","ent_all_xfin","pc_ent",62.2206
"2022","EST","desi_3b4","ent_all_xfin","pc_ent",50.5198
"2022",NA,"desi_3b4","ent_all_xfin","pc_ent",16.808
"2022","ESP","desi_3b4","ent_all_xfin","pc_ent",27.0188
"2022","FIN","desi_3b4","ent_all_xfin","pc_ent",66.2799
"2022","FRA","desi_3b4","ent_all_xfin","pc_ent",25.281
"2022","HRV","desi_3b4","ent_all_xfin","pc_ent",34.5702
"2022","HUN","desi_3b4","ent_all_xfin","pc_ent",20.596
"2022","IRL","desi_3b4","ent_all_xfin","pc_ent",47.3949
"2022","ITA","desi_3b4","ent_all_xfin","pc_ent",51.88
"2022","LTU","desi_3b4","ent_all_xfin","pc_ent",27.6878
"2022","LUX","desi_3b4","ent_all_xfin","pc_ent",28.9872
"2022","LVA","desi_3b4","ent_all_xfin","pc_ent",22.2069
"2022","MLT","desi_3b4","ent_all_xfin","pc_ent",47.4785
"2022","NLD","desi_3b4","ent_all_xfin","pc_ent",60.2475
"2022","POL","desi_3b4","ent_all_xfin","pc_ent",19.1742
"2022","PRT","desi_3b4","ent_all_xfin","pc_ent",28.9684
"2022","ROU","desi_3b4","ent_all_xfin","pc_ent",11.3267
"2022","SWE","desi_3b4","ent_all_xfin","pc_ent",69.1699
"2022","SVN","desi_3b4","ent_all_xfin","pc_ent",37.564
"2022","SVK","desi_3b4","ent_all_xfin","pc_ent",30.8449
"2022",NA,"desi_3b4","ent_all_xfin","pc_ent",33.9901
"2022","AUT","desi_3c2","ent_sm_xfin","pc_turn",9.9955
"2022","BEL","desi_3c2","ent_sm_xfin","pc_turn",14.5672
"2022","BGR","desi_3c2","ent_sm_xfin","pc_turn",4.0008
"2022","CYP","desi_3c2","ent_sm_xfin","pc_turn",4.6967
"2022","CZE","desi_3c2","ent_sm_xfin","pc_turn",16.6253
"2022","DEU","desi_3c2","ent_sm_xfin","pc_turn",10.1678
"2022","DNK","desi_3c2","ent_sm_xfin","pc_turn",17.8459
"2022","EST","desi_3c2","ent_sm_xfin","pc_turn",12.4216
"2022",NA,"desi_3c2","ent_sm_xfin","pc_turn",10.5972
"2022","ESP","desi_3c2","ent_sm_xfin","pc_turn",9.1283
"2022","FRA","desi_3c2","ent_sm_xfin","pc_turn",13.0942
"2022","HRV","desi_3c2","ent_sm_xfin","pc_turn",13.4413
"2022","HUN","desi_3c2","ent_sm_xfin","pc_turn",10.5601
"2022","IRL","desi_3c2","ent_sm_xfin","pc_turn",22.2827
"2022","ITA","desi_3c2","ent_sm_xfin","pc_turn",9.4032
"2022","LTU","desi_3c2","ent_sm_xfin","pc_turn",17.8855
"2022","LVA","desi_3c2","ent_sm_xfin","pc_turn",7.5134
"2022","MLT","desi_3c2","ent_sm_xfin","pc_turn",6.8521
"2022","NLD","desi_3c2","ent_sm_xfin","pc_turn",14.9265
"2022","PRT","desi_3c2","ent_sm_xfin","pc_turn",12.7277
"2022","ROU","desi_3c2","ent_sm_xfin","pc_turn",7.3753
"2022","SWE","desi_3c2","ent_sm_xfin","pc_turn",19.0019
"2022","SVN","desi_3c2","ent_sm_xfin","pc_turn",13.9378
"2022","SVK","desi_3c2","ent_sm_xfin","pc_turn",8.3029
"2022",NA,"desi_3c2","ent_sm_xfin","pc_turn",11.638
"2021","AUT","desi_3c2","ent_sm_xfin","pc_turn",10.4791
"2021","BGR","desi_3c2","ent_sm_xfin","pc_turn",3.0315
"2021","CYP","desi_3c2","ent_sm_xfin","pc_turn",5.1896
"2021","CZE","desi_3c2","ent_sm_xfin","pc_turn",18.0402
"2021","DEU","desi_3c2","ent_sm_xfin","pc_turn",10.5779
"2021","DNK","desi_3c2","ent_sm_xfin","pc_turn",19.518
"2021","EST","desi_3c2","ent_sm_xfin","pc_turn",12.24
"2021","ESP","desi_3c2","ent_sm_xfin","pc_turn",9.6397
"2021","FRA","desi_3c2","ent_sm_xfin","pc_turn",11.8966
"2021","HRV","desi_3c2","ent_sm_xfin","pc_turn",13.848
"2021","HUN","desi_3c2","ent_sm_xfin","pc_turn",9.1166
"2021","IRL","desi_3c2","ent_sm_xfin","pc_turn",26.9453
"2021","ITA","desi_3c2","ent_sm_xfin","pc_turn",9.2567
"2021","LTU","desi_3c2","ent_sm_xfin","pc_turn",14.918
"2021","LVA","desi_3c2","ent_sm_xfin","pc_turn",7.0597
"2021","MLT","desi_3c2","ent_sm_xfin","pc_turn",9.0375
"2021","NLD","desi_3c2","ent_sm_xfin","pc_turn",12.7648
"2021","PRT","desi_3c2","ent_sm_xfin","pc_turn",15.5263
"2021","ROU","desi_3c2","ent_sm_xfin","pc_turn",8.2778
"2021","SWE","desi_3c2","ent_sm_xfin","pc_turn",15.1459
"2021","SVN","desi_3c2","ent_sm_xfin","pc_turn",11.6772
"2021","SVK","desi_3c2","ent_sm_xfin","pc_turn",10.8835
"2021",NA,"desi_3c2","ent_sm_xfin","pc_turn",11.6783
"2020","AUT","desi_3c2","ent_sm_xfin","pc_turn",9.3195
"2020","BEL","desi_3c2","ent_sm_xfin","pc_turn",14.0975
"2020","BGR","desi_3c2","ent_sm_xfin","pc_turn",2.2044
"2020","CYP","desi_3c2","ent_sm_xfin","pc_turn",7.8015
"2020","CZE","desi_3c2","ent_sm_xfin","pc_turn",20.9173
"2020","DEU","desi_3c2","ent_sm_xfin","pc_turn",9.6347
"2020","DNK","desi_3c2","ent_sm_xfin","pc_turn",17.5559
"2020","EST","desi_3c2","ent_sm_xfin","pc_turn",12.0779
"2020",NA,"desi_3c2","ent_sm_xfin","pc_turn",3.9862
"2020","ESP","desi_3c2","ent_sm_xfin","pc_turn",9.1518
"2020","FRA","desi_3c2","ent_sm_xfin","pc_turn",10.9388
"2020","HRV","desi_3c2","ent_sm_xfin","pc_turn",9.0261
"2020","HUN","desi_3c2","ent_sm_xfin","pc_turn",10.9342
"2020","IRL","desi_3c2","ent_sm_xfin","pc_turn",28.9837
"2020","ITA","desi_3c2","ent_sm_xfin","pc_turn",8.3941
"2020","LTU","desi_3c2","ent_sm_xfin","pc_turn",12.375
"2020","LVA","desi_3c2","ent_sm_xfin","pc_turn",5.3292
"2020","NLD","desi_3c2","ent_sm_xfin","pc_turn",11.6944
"2020","PRT","desi_3c2","ent_sm_xfin","pc_turn",15.0818
"2020","ROU","desi_3c2","ent_sm_xfin","pc_turn",4.9241
"2020","SWE","desi_3c2","ent_sm_xfin","pc_turn",17.7117
"2020","SVN","desi_3c2","ent_sm_xfin","pc_turn",10.7786
"2020","SVK","desi_3c2","ent_sm_xfin","pc_turn",11.245
"2020",NA,"desi_3c2","ent_sm_xfin","pc_turn",10.8636
"2019","AUT","desi_3c2","ent_sm_xfin","pc_turn",6.6377
"2019","BEL","desi_3c2","ent_sm_xfin","pc_turn",12.5302
"2019","BGR","desi_3c2","ent_sm_xfin","pc_turn",2.0447
"2019","CYP","desi_3c2","ent_sm_xfin","pc_turn",5.6482
"2019","CZE","desi_3c2","ent_sm_xfin","pc_turn",18.3575
"2019","DEU","desi_3c2","ent_sm_xfin","pc_turn",8.6373
"2019","DNK","desi_3c2","ent_sm_xfin","pc_turn",16.7136
"2019","EST","desi_3c2","ent_sm_xfin","pc_turn",12.276
"2019",NA,"desi_3c2","ent_sm_xfin","pc_turn",4.05
"2019","ESP","desi_3c2","ent_sm_xfin","pc_turn",9.6119
"2019","FRA","desi_3c2","ent_sm_xfin","pc_turn",10.6265
"2019","HRV","desi_3c2","ent_sm_xfin","pc_turn",11.168
"2019","HUN","desi_3c2","ent_sm_xfin","pc_turn",8.8284
"2019","IRL","desi_3c2","ent_sm_xfin","pc_turn",25.9941
"2019","ITA","desi_3c2","ent_sm_xfin","pc_turn",7.5235
"2019","LTU","desi_3c2","ent_sm_xfin","pc_turn",13.5999
"2019","LVA","desi_3c2","ent_sm_xfin","pc_turn",5.3643
"2019","NLD","desi_3c2","ent_sm_xfin","pc_turn",10.2554
"2019","PRT","desi_3c2","ent_sm_xfin","pc_turn",14.6303
"2019","ROU","desi_3c2","ent_sm_xfin","pc_turn",4.7208
"2019","SWE","desi_3c2","ent_sm_xfin","pc_turn",18.4701
"2019","SVK","desi_3c2","ent_sm_xfin","pc_turn",10.6287
"2019",NA,"desi_3c2","ent_sm_xfin","pc_turn",10.0304
"2018","AUT","desi_3c2","ent_sm_xfin","pc_turn",6.464
"2018","BEL","desi_3c2","ent_sm_xfin","pc_turn",15.36
"2018","BGR","desi_3c2","ent_sm_xfin","pc_turn",3.5069
"2018","CYP","desi_3c2","ent_sm_xfin","pc_turn",6.3334
"2018","CZE","desi_3c2","ent_sm_xfin","pc_turn",16.306
"2018","DEU","desi_3c2","ent_sm_xfin","pc_turn",11.3928
"2018","DNK","desi_3c2","ent_sm_xfin","pc_turn",14.4613
"2018","EST","desi_3c2","ent_sm_xfin","pc_turn",11.3564
"2018",NA,"desi_3c2","ent_sm_xfin","pc_turn",3.3946
"2018","ESP","desi_3c2","ent_sm_xfin","pc_turn",10.1373
"2018","FRA","desi_3c2","ent_sm_xfin","pc_turn",11.0587
"2018","HRV","desi_3c2","ent_sm_xfin","pc_turn",8.7169
"2018","HUN","desi_3c2","ent_sm_xfin","pc_turn",10.0496
"2018","IRL","desi_3c2","ent_sm_xfin","pc_turn",22.9338
"2018","ITA","desi_3c2","ent_sm_xfin","pc_turn",5.7622
"2018","LTU","desi_3c2","ent_sm_xfin","pc_turn",11.8312
"2018","LVA","desi_3c2","ent_sm_xfin","pc_turn",8.5706
"2018","MLT","desi_3c2","ent_sm_xfin","pc_turn",6.2543
"2018","NLD","desi_3c2","ent_sm_xfin","pc_turn",9.5206
"2018","POL","desi_3c2","ent_sm_xfin","pc_turn",6.6197
"2018","PRT","desi_3c2","ent_sm_xfin","pc_turn",13.0876
"2018","ROU","desi_3c2","ent_sm_xfin","pc_turn",5.2228
"2018","SWE","desi_3c2","ent_sm_xfin","pc_turn",15.0005
"2018","SVK","desi_3c2","ent_sm_xfin","pc_turn",12.1625
"2018",NA,"desi_3c2","ent_sm_xfin","pc_turn",10.3871
"2022","AUT","desi_3b6","ent_all_xfin","pc_ent",21.9858
"2022","BEL","desi_3b6","ent_all_xfin","pc_ent",24.586
"2022","BGR","desi_3b6","ent_all_xfin","pc_ent",10.0119
"2022","CYP","desi_3b6","ent_all_xfin","pc_ent",13.0544
"2022","CZE","desi_3b6","ent_all_xfin","pc_ent",12.199
"2022","DEU","desi_3b6","ent_all_xfin","pc_ent",17.6941
"2022","DNK","desi_3b6","ent_all_xfin","pc_ent",57.3369
"2022","EST","desi_3b6","ent_all_xfin","pc_ent",62.3847
"2022","ESP","desi_3b6","ent_all_xfin","pc_ent",32.8409
"2022","FIN","desi_3b6","ent_all_xfin","pc_ent",82.8682
"2022","FRA","desi_3b6","ent_all_xfin","pc_ent",23.39
"2022","HRV","desi_3b6","ent_all_xfin","pc_ent",43.0032
"2022","HUN","desi_3b6","ent_all_xfin","pc_ent",13.4997
"2022","IRL","desi_3b6","ent_all_xfin","pc_ent",18.7204
"2022","ITA","desi_3b6","ent_all_xfin","pc_ent",94.8831
"2022","LTU","desi_3b6","ent_all_xfin","pc_ent",26.6941
"2022","LUX","desi_3b6","ent_all_xfin","pc_ent",13.6488
"2022","LVA","desi_3b6","ent_all_xfin","pc_ent",14.8808
"2022","MLT","desi_3b6","ent_all_xfin","pc_ent",22.4871
"2022","NLD","desi_3b6","ent_all_xfin","pc_ent",25.4
"2022","POL","desi_3b6","ent_all_xfin","pc_ent",13.2321
"2022","PRT","desi_3b6","ent_all_xfin","pc_ent",17.4009
"2022","ROU","desi_3b6","ent_all_xfin","pc_ent",16.9453
"2022","SWE","desi_3b6","ent_all_xfin","pc_ent",45.4194
"2022","SVN","desi_3b6","ent_all_xfin","pc_ent",58.3801
"2022","SVK","desi_3b6","ent_all_xfin","pc_ent",16.4919
"2022",NA,"desi_3b6","ent_all_xfin","pc_ent",32.1733
"2021","AUT","desi_3b6","ent_all_xfin","pc_ent",21.9858
"2021","BEL","desi_3b6","ent_all_xfin","pc_ent",24.586
"2021","BGR","desi_3b6","ent_all_xfin","pc_ent",10.0119
"2021","CYP","desi_3b6","ent_all_xfin","pc_ent",13.0544
"2021","CZE","desi_3b6","ent_all_xfin","pc_ent",12.199
"2021","DEU","desi_3b6","ent_all_xfin","pc_ent",17.6941
"2021","DNK","desi_3b6","ent_all_xfin","pc_ent",57.3369
"2021","EST","desi_3b6","ent_all_xfin","pc_ent",62.3847
